180             1
0	        0
0.016666667	18540
0.033333333	35268
0.05	        48540
0.066666667	57066
0.083333333	60000
0.1	        57066
0.116666667	48540
0.133333333	35268
0.15	        18540
0.166666667	0
0.183333333	0
0.2	        0
0.216666667	0
0.233333333	0
0.25	        0
0.266666667	0
0.283333333	0
0.3	        0
0.316666667	0
0.333333333	0
0.35	        0
0.366666667	0
0.383333333	0
0.4	        0
0.416666667	0
0.433333333	0
0.45	        0
0.466666667	0
0.483333333	0
0.5	        0
0.516666667	0
0.533333333	0
0.55	        0
0.566666667	0
0.583333333	0
0.6	        0
0.616666667	0
0.633333333	0
0.65	        0
0.666666667	0
0.683333333	0
0.7	        0
0.716666667	0
0.733333333	0
0.75	        0
0.766666667	0
0.783333333	0
0.8	        0
0.816666667	0
0.833333333	0
0.85	        0
0.866666667	0
0.883333333	0
0.9	        0
0.916666667	0
0.933333333	0
0.95	        0
0.966666667	0
0.983333333	0
1	        0
1.016666667	18540
1.033333333	35268
1.05	        48540
1.066666667	57066
1.083333333	60000
1.1	        57066
1.116666667	48540
1.133333333	35268
1.15	        18540
1.166666667	0
1.183333333	0
1.2	        0
1.216666667	0
1.233333333	0
1.25	        0
1.266666667	0
1.283333333	0
1.3	        0
1.316666667	0
1.333333333	0
1.35	        0
1.366666667	0
1.383333333	0
1.4	        0
1.416666667	0
1.433333333	0
1.45	        0
1.466666667	0
1.483333333	0
1.5	        0
1.516666667	0
1.533333333	0
1.55	        0
1.566666667	0
1.583333333	0
1.6	        0
1.616666667	0
1.633333333	0
1.65	        0
1.666666667	0
1.683333333	0
1.7	        0
1.716666667	0
1.733333333	0
1.75	        0
1.766666667	0
1.783333333	0
1.8	        0
1.816666667	0
1.833333333	0
1.85	        0
1.866666667	0
1.883333333	0
1.9	        0
1.916666667	0
1.933333333	0
1.95	        0
1.966666667	0
1.983333333	0
2	        0
2.016666667	18540
2.033333333	35268
2.05	        48540
2.066666667	57066
2.083333333	60000
2.1	        57066
2.116666667	48540
2.133333333	35268
2.15	        18540
2.166666667	0
2.183333333	0
2.2	        0
2.216666667	0
2.233333333	0
2.25	        0
2.266666667	0
2.283333333	0
2.3	        0
2.316666667	0
2.333333333	0
2.35	        0
2.366666667	0
2.383333333	0
2.4	        0
2.416666667	0
2.433333333	0
2.45	        0
2.466666667	0
2.483333333	0
2.5	        0
2.516666667	0
2.533333333	0
2.55	        0
2.566666667	0
2.583333333	0
2.6	        0
2.616666667	0
2.633333333	0
2.65	        0
2.666666667	0
2.683333333	0
2.7	        0
2.716666667	0
2.733333333	0
2.75	        0
2.766666667	0
2.783333333	0
2.8	        0
2.816666667	0
2.833333333	0
2.85	        0
2.866666667	0
2.883333333	0
2.9	        0
2.916666667	0
2.933333333	0
2.95	        0
2.966666667	0
2.983333333	0
3	        0
